,tlaky[p],labely
0,9.072910840210598,True
1,10.698546634610073,True
2,10.197783867713062,True
3,11.094240456515415,True
4,9.465795664440055,True
5,10.736085560307131,True
6,8.87317911328597,False
7,9.933029777879407,False
8,8.586752802056289,True
9,8.939330821180231,True
10,9.957436269299738,False
11,9.35877691081031,True
12,10.101228848437502,True
13,9.516264054860903,True
14,7.92908723732884,False
15,9.074230473516526,False
16,8.875607288710729,True
17,9.806175600287377,True
18,11.876762524550035,True
19,9.695292688250744,True
20,11.403215188118294,True
21,8.682019008482326,True
22,11.042669854503831,False
23,11.076312587917414,False
24,9.509246956684988,True
25,10.563635356694746,True
26,9.043245504529581,True
27,10.471088243570726,True
28,10.242967603483251,True
29,12.106195587832293,True
30,9.32883631072398,False
31,9.143646131618507,False
32,11.818306235518254,True
33,10.776489060071562,True
34,10.83028306996834,True
35,8.076027049548784,True
36,9.177803740720805,True
37,10.32449305998069,True
38,9.864138851868473,False
39,9.508847539595479,False
40,10.062412310110178,True
41,8.799625390580347,True
42,10.554497451276744,True
43,9.343125908861404,True
44,8.600547175060287,True
45,9.606366839929919,True
46,10.971817176424413,False
47,11.127063063864892,False
48,10.418752736505798,True
49,10.993652285108968,True
50,10.818001324396732,True
51,8.926945351384479,True
52,9.600505053127423,True
53,11.025977695332415,True
54,10.221530798226492,False
55,9.104191491454912,False
56,9.207782992292072,True
57,9.32246321403409,True
58,8.279047378341406,True
59,8.666294395201465,True
60,9.156413766823468,True
61,8.726325330514355,True
62,9.454776327056383,False
63,9.863524296483092,False
64,9.089906864684277,True
65,9.214825811398516,True
66,9.63342847934414,True
67,10.847535006948432,True
68,9.868974535273026,True
69,10.89144856502405,True
70,9.059593272309874,False
71,11.018655659137526,False
72,7.5753844464436835,True
73,10.636819693059428,True
74,11.18389066345781,True
75,10.369380935723374,True
76,8.090850886629836,True
77,10.889998647630192,True
78,11.79775064982448,False
79,9.92804392987978,False
80,10.06800144334122,True
81,9.575728531132338,True
82,10.10387863506982,True
83,8.678870604273596,True
84,10.020063651837239,True
85,10.573157887785076,True
86,8.860792962133855,False
87,11.529340987385583,False
88,10.119847556968512,True
89,11.992192794394075,True
90,10.378928539117915,True
91,8.99605347701334,True
92,10.20672736840592,True
93,7.916082114601384,True
94,11.220356727088637,False
95,10.524490496789953,False
96,9.610517733440645,True
97,9.664023622533806,True
98,9.839564138195968,True
99,9.3127074421754,True
100,11.263339954194192,True
101,10.14245219868997,True
102,10.516346991808085,False
103,9.368015715876115,False
104,10.908748273833806,True
105,8.538920914558354,True
106,8.488665542618987,True
107,9.12793043070704,True
108,10.711256256939398,True
109,9.450294788915631,True
110,10.722937349850705,False
111,13.201885894502524,False
112,8.495477258024492,True
113,9.510427958109979,True
114,11.148451450181739,True
115,11.720250876133619,True
116,11.312547615393518,True
117,8.346185523426483,True
118,11.33771897991155,False
119,10.329736877936021,False
120,9.534224368392007,True
